Programme,Section Title,Content Type,Speaker Name,Speaker Description,Segment Description,Date,Start Time,Duration
Tagesthemen,05 Heizungsgipfel: Robert Habecks neue Pläne,Sachinhalt,Caren Miosga,Moderation,Der Gesetzentwurf von Robert Habeck (Bündnis 90/Die Grünen) zu mehr Klimaschutz in Gebäuden hat in der Regierungskoalition und darüber hinaus in den vergangenen Wochen für reichlich Ärger gesorgt. Nun zeigt sich der Bundeswirtschaftsminister bei wichtigen Stellschrauben gesprächsbereit und will mit seinen Koalitionskollegen Kompromisslinien ausarbeiten. Bildinhalt,30.05.2023,22:33:50.02,"2'47"""
Tagesthemen,05 Heizungsgipfel: Robert Habecks neue Pläne,Bildinhalt,Caren Miosga,Moderation,Handwerker beim Dämmen von Gebäude; Energieberater Stefan Bolln im Gespräch,30.05.2023,22:33:50.02,"0'34"""
Tagesthemen,05 Heizungsgipfel: Robert Habecks neue Pläne,Bildinhalt,Caren Miosga,Moderation,Social Media-Seite von Bundeswirtschaftsministerium auf Tablet (nah),30.05.2023,22:34:36.21,"0'15"""
Tagesthemen,05 Heizungsgipfel: Robert Habecks neue Pläne,Bildinhalt,Caren Miosga,Moderation,"Themenbilder Wohnen, Heizen überblendet mit Grafiken",30.05.2023,22:34:51.22,"0'23"""
Tagesthemen,05 Heizungsgipfel: Robert Habecks neue Pläne,Bildinhalt,Caren Miosga,Moderation,Dokument Fragenliste der FDP zu Gebäudeenergiegesetz,30.05.2023,22:35:15.13,"0'06"""
Tagesthemen,05 Heizungsgipfel: Robert Habecks neue Pläne,Bildinhalt,Caren Miosga,Moderation,Energieberater Stefan Bolln schaut Mitarbeiter am Computer über die Schulter O-Ton,30.05.2023,22:36:05.21,"0'31"""
Tagesthemen,05 Heizungsgipfel: Robert Habecks neue Pläne,O-Ton,Stefan Bolln,Vorsitzender Energieberaterverband GIH,,30.05.2023,22:34:08.10,"0'13"""
Tagesthemen,05 Heizungsgipfel: Robert Habecks neue Pläne,O-Ton,Robert Habeck,Bundesminister für Wirtschaft und Klimaschutz/Bündnis 90/Die Grünen,,30.05.2023,22:34:43.16,"0'08"""
Tagesthemen,05 Heizungsgipfel: Robert Habecks neue Pläne,O-Ton,Frank Schäffler,Fraktion FDP,(Müssen auf Anreize setzen),30.05.2023,22:35:27.18,"0'06"""
Tagesthemen,05 Heizungsgipfel: Robert Habecks neue Pläne,O-Ton,Katharina Dröge,Fraktionsvorsitzende Bündnis 90/Die Grünen,"(Sehr ärgerlich, dass wir momentan in einerblockierten Situation sind; FDP muss jetzt den Schritt machen, dass wir wieder handlungsfähig sind)",30.05.2023,22:35:41.10,"0'09"""
Tagesthemen,05 Heizungsgipfel: Robert Habecks neue Pläne,O-Ton,Kevin Kühnert,Generalsekretär SPD,"(Es ist ""Pseudo-Stärke, wenn ein Regierungschef, nur um zu zeigen,was er für ein toller Hengst ist, die ganze Zeit auf den Tisch hauen muss""; gute, moderne Führung bestehtnicht darin, der ""lauteste Maxe"" zu sein)",30.05.2023,22:35:55.24,"0'09"""
Tagesthemen,05 Heizungsgipfel: Robert Habecks neue Pläne,O-Ton,Stefan Bolln,,,30.05.2023,22:36:15.21,"0'08"""
Tagesthemen,Schaltgespräch mit Michael Koß: Fr 21:44 03,Einspieler,,,,30.05.2023,,"5'37"""
Tagesthemen,03 Schaltgespräch mit Michael Koß: Heizungsgesetz,Sachinhalt,Caren Miosga,Moderation,"Einschätzung des gegenwärtigen Zustands der Koalitionsregierung aus SPD, Bündnis 90/Die Grünen und 15.11.2023 09:50 Seite 26 von 57 NDR Copyright (c) 2004",02.06.2023,21:52:00.17,"5'37"""
Tagesthemen,03 Schaltgespräch mit Michael Koß: Heizungsgesetz,O-Ton,Michael Koß,Politikwissenschaftler Leuphana Universität Lüneburg,"(zur Frage, ob die AfD vom ""vermurkstenHeizungsgesetz"" profitiert: Man kann es, glaube ich, so einfach zusammenfassen. Die Gründe sindtiefgreifender, sie wären länger. Das hat man im Trend ja auch gesehen, aber von der aktuellen Misereprofitiert tatsächlich nur die AfD, weil sie als einzige inhaltlich unbeteiligt ist)",02.06.2023,21:52:16.20,"0'15"""
Tagesthemen,03 Schaltgespräch mit Michael Koß: Heizungsgesetz,O-Ton,Michael Koß (zur Frage,"warum die Debatten der Regierungsparteien die Wähler verschrecken: Ja, ich","(zur Frage, warum die Debatten der Regierungsparteien die Wähler verschrecken: Ja, ichglaube, alle Parteien haben ihre Momente gehabt, wo sie wirklich Chancen, Boden gutzumachen, habenausgelassen. Die Grünen vielleicht in dem Moment, als sie im Atomausstiegsstreit so sehr auf die harteGrenze beharrt haben, und sich damit heute jeglichen Verhandlungsspielraums beraubt haben. Die FDPdadurch, dass sie eigentlich kein konstruktives, eigenes Programm auf die Straße bringt. Was sie eigentlichtun will, ist unklar. Was sie nicht tun, will es sehr klar. Aber dafür regiert man ja eigentlich nicht. Und die SPDhat mit Olaf Scholz‘ Brief, in dem er schriftlich auf seine Richtlinienkompetenz hingewiesen hat, eigentlich ihrPulver, der Zähmung auch schon verschossen. Und so kommt das Ganze doch sehr marode daher, und dasschlägt sich in den Umfragen nieder)",02.06.2023,21:52:42.19,"0'46"""
Tagesthemen,03 Schaltgespräch mit Michael Koß: Heizungsgesetz,O-Ton,Michael Koß (zur Frage,"wie er den Streit um das Heizungsgesetz bewertet: Ja, da ist er eigentlich noch ein","(zur Frage, wie er den Streit um das Heizungsgesetz bewertet: Ja, da ist er eigentlich noch einweißer Elefant im Raum. Wir reden ja hier gar nicht nur von der Ampel. Und deswegen, glaube ich, kommtauch bei der Union so wenig an. Die Union muss dem Ganzen am Ende auch zustimmen. Wenn diesesGesetz eingesetzt werden soll, muss es ja nicht nur durch den Bundestag, sondern auch durch denBundesrat. Und in dem brauchen sie 35 Stimmen, die Ampel hat 16. Das heißt, sie kann dort nur mit derUnion überhaupt was machen. Und die Union sitzt eigentlich drin, führt sich aber gleichzeitig wie eineOppositionspartei auf. Das sorgt für so große Konfusion, dass eben bei ihr auch nichts ankommt. Und wirhaben es im Kern mit einer Politik, der - ich würde es so zuspitzen - kollektiven Verantwortungslosigkeit zutun)",02.06.2023,21:53:33.06,"0'36"""
Tagesthemen,03 Schaltgespräch mit Michael Koß: Heizungsgesetz,O-Ton,Michael Koß (zur Frage,warum die Union nicht vom Streit in der Ampel-Koalition profitiert: Weil sie am Ende,"(zur Frage, warum die Union nicht vom Streit in der Ampel-Koalition profitiert: Weil sie am Endemitmachen muss oder sich gleich so klar positionieren sollte, dass sie dieses Energiegesetz gar nicht will.Aber ich höre vor allen Dingen eben von den Unionspolitiker*innen, die auf Oppositionsbänken sitzen, dasehr viel Kritik. Weniger von denen, die in Länder-Regierungsverantwortung sind. Und am Ende wie gesagt,wird man im Bundesrat dann auch noch zustimmen müssen oder eben nicht. Und das ist unklar. Und damitist die Union defacto eine - in dieser Frage und in allen Finanzgesetzen übrigens, so sieht es dasGrundgesetz vor - ist der Bundesrat zustimmungspflichtig. Ja, ist die Union eine mitregierende Partei. Und ja,Regierungsverantwortung auch im Bundesrat, sieht dann doch ein bisschen anders aus, würde ich sagen)",02.06.2023,21:54:17.08,"0'39"""
Tagesthemen,03 Schaltgespräch mit Michael Koß: Heizungsgesetz,O-Ton,Michael Koß (zur Frage,"wogegen die Wähler genau protestieren, die jetzt zur AfD schwenken: Ja, also im","(zur Frage, wogegen die Wähler genau protestieren, die jetzt zur AfD schwenken: Ja, also imKern reicht die Zeit der Tagesthemen dafür nicht aus. Ich glaube, man könnte es, wenn Sie mich nach einemWort fragen auf Veränderung runterkochen. Die wollen eigentlich die alte Bundesrepublik, die es so vielleichtnie gegeben hat, aber die man zumindest sich als ideal so ganz schön denken kann. Da können SieZuwanderung, Klimakrise, all diese Dinge, die finden da nicht statt. Und dann lebt man so fröhlich vor sichhin, wie man das nie getan hat. Aber in der Rückschau denkt, getan zu haben, und da holt die AfD die Leuteab, weil sie eben nicht verantwortlich ist. Und das macht sie dann in dem Sinne natürlich glaubwürdiger alsbeispielsweise die Union, da sie auch gar nicht so tut, als sei sie verantwortlich. Ob das jetzt aber der Weg indie Zukunft ist, da habe ich dann auch doch sehr große Zweifel)",02.06.2023,21:55:22.24,"0'42"""
Tagesthemen,03 Schaltgespräch mit Michael Koß: Heizungsgesetz,O-Ton,Michael Koß (zur Frage,"ob nicht der Bundeskanzler mehr die Richtung vorgeben müsse: Ja, also diese","(zur Frage, ob nicht der Bundeskanzler mehr die Richtung vorgeben müsse: Ja, also dieseKoalition soll ja eine Fortschrittskoalition sein. Und da war am Anfang auch viel davon die Rede, dass mansich wechselseitig Erfolge gönnen können soll. Ja, da ist noch sehr viel Luft nach oben. Und natürlich mussdas im Zweifelsfall der Bundeskanzler durch seine Richtlinienkompetenz. Aber wie gesagt, das Pulver hatteauch schon verschossen. Man kann mit der nicht ewig rumwedeln. er müsste normalerweise sicherstellen,dass man einfach sagt, jede Partei hat ihr Projekt. Verfolgt dieses Projekt, da lässt man dann sozusagen sichwechselseitig den Vortritt da, wo Kernprojekte berührt sind. Aber da kommen wir wieder zurück auf das, wasich sagte. Wo ist das Projekt der FDP? Und ich glaube, deswegen piesackt, die ihre Koalitionspartner geradenoch mehr vielleicht als die beiden anderen sich wechselseitig behaken)",02.06.2023,21:56:15.20,"0'47"""
Tagesthemen,03 Schaltgespräch mit Michael Koß: Heizungsgesetz,O-Ton,15.11.2023 09:50 Seite 27 von 57 NDR Copyright,,(c),02.06.2023,21:57:10.02,"0'28"""
Tagesthemen,Vor Entscheidung Heizungsgesetz - So 22:45 03,Einspieler,,,,02.06.2023,,"2'41"""
Tagesthemen,03 Vor Entscheidung Heizungsgesetz - Koalitionkrach geht weiter,Sachinhalt,Aline Abboud,Moderation,"Die fortlaufende Diskussion um das geplante Gebäudeenergiegesetz (""Heizungsgesetz"") sowie die generelle Arbeit der Bundesregierung führten jüngst zu einem Umfragetief für die Grünen bei gleichzeitigem Umfragehoch für die AfD. Bildinhalt",04.06.2023,22:52:31.24,"2'41"""
Tagesthemen,03 Vor Entscheidung Heizungsgesetz - Koalitionkrach geht weiter,Bildinhalt,Aline Abboud,Moderation,Sven Lehmann vor seinem Haus und bei Überprüfung einer neu eingebauten Heizungsanlage (Wärmepumpe) 15.11.2023 09:50 Seite 28 von 57 NDR Copyright (c) 2004,04.06.2023,22:52:31.24,"0'18"""
Tagesthemen,03 Vor Entscheidung Heizungsgesetz - Koalitionkrach geht weiter,Bildinhalt,Aline Abboud,Moderation,"Archivmaterial: Gespräche/Diskussionen am Rande einer Sitzung der Ampel-Koaltion, u.a. im Bild Robert Habeck, Bundesminister für Wirtschaft und Klimaschutz/Bündnis 90/Die Grünen, Olaf Scholz, Bundeskanzler/SPD",04.06.2023,22:53:06.09,"0'11"""
Tagesthemen,03 Vor Entscheidung Heizungsgesetz - Koalitionkrach geht weiter,Bildinhalt,Aline Abboud,Moderation,Passanten in einer Fußgängerzone,04.06.2023,22:53:17.12,"0'09"""
Tagesthemen,03 Vor Entscheidung Heizungsgesetz - Koalitionkrach geht weiter,Bildinhalt,Aline Abboud,Moderation,Willy-Brandt-Haus/SPD-Bundeszentrale in Berlin: SPD-Flagge auf Dach (nah) und Gebäude außen,04.06.2023,22:54:05.02,"0'07"""
Tagesthemen,03 Vor Entscheidung Heizungsgesetz - Koalitionkrach geht weiter,Bildinhalt,Aline Abboud,Moderation,Konrad-Adenauer-Haus/CDU-Bundeszentrale: CDU-Logo an der Glasfassade (nah) O-Ton,04.06.2023,22:55:01.21,"0'11"""
Tagesthemen,03 Vor Entscheidung Heizungsgesetz - Koalitionkrach geht weiter,O-Ton,Sven Lehmann,,"(kommentiert die inflationsbedingte finanzielle Belastung der Bevölkerung und weiteredrohende Kosten infolge des ""Heizungsgesetzes"")",04.06.2023,22:52:50.17,"0'15"""
Tagesthemen,03 Vor Entscheidung Heizungsgesetz - Koalitionkrach geht weiter,O-Ton,Andreas Audretsch,stellvertretender Fraktionsvorsitzender Bündnis 90/Die Grünen,"(""Da haben wir einGesetz, was wir noch pragmatischer machen können, was wir noch sozialer machen können. Und das tun wirin den Verhandlungen im Deutschen Bundestag. Und dann werden wir gemeinsam das tun, was wir unslange vorgenommen haben, nämlich das [Gebäudeenergiegesetz] vor der Sommerpause im DeutschenBundestag beschließen"")",04.06.2023,22:53:27.07,"0'13"""
Tagesthemen,03 Vor Entscheidung Heizungsgesetz - Koalitionkrach geht weiter,O-Ton,Bijan Djir-Sarai,Generalsekretär FDP,"(zum Heizungsgesetz/Gebäudeenergiegesetz: ""Ich teile die Auffassungnicht, vor der Sommerpause diese Dinge zu machen - im Glauben, dass hinterher keiner darüber spricht. Einschlechtes Gesetz wird eine Belastung für das Land sein und wird übrigens dieser Bundesregierung dann bisEnde der Wahlperiode permanent auf die Füße fallen"")",04.06.2023,22:53:51.13,"0'13"""
Tagesthemen,03 Vor Entscheidung Heizungsgesetz - Koalitionkrach geht weiter,O-Ton,Dirk Wiese,stellvertretender Fraktionsvorsitzender SPD,"(""Ich glaube, Robert Habeck ist sich sehr bewusstdarüber, dass das [Gebäudeenergiegesetz], wie er es sozusagen sich ursprünglich vorgestellt hat, sojedenfalls nicht umsetzbar ist. [Ein Gesetz, dass] für viele, viele Bürgerinnen und Bürger [...] auch teilweiseWut und Empörung hervorgerufen hat"")",04.06.2023,22:54:17.13,"0'16"""
Tagesthemen,03 Vor Entscheidung Heizungsgesetz - Koalitionkrach geht weiter,O-Ton,Mario Czaja,Generalsekretär CDU,"(""Wir haben keine klaren Antworten auf die Krankenhausreform, die derBundesgesundheitsminister umsetzen möchte. Die Flüchtlingskrise beschäftigt viele Menschen. DasHeizungsgesetz hat hohe Verunsicherung herbeigeführt. Und das führt dazu, dass die Menschen auch zuden politischen Rändern gehen"")",04.06.2023,22:54:46.16,"0'15"""
Tagesthemen,Vor Einigung zum Gebäudeenergiegesetz: Mo 22:16 02,Einspieler,,,,04.06.2023,,"2'50"""
Tagesthemen,02 Vor Einigung zum Gebäudeenergiegesetz: Fernwärmegipfel,Sachinhalt,Caren Miosga,Moderation,"Wirtschaftsminister Robert Habeck und Bauministerin Klara Geywitz haben mit Branchenvertretern und Kommunen im Rahmen eines ""Fernwärmegipfels"" über den Ausbau von Fernwärme beraten. Zentrale Frage ist, welchen Beitrag Fernwärme beim klimaneutralen Umbau von Heizungen leisten kann. Bildinhalt",12.06.2023,22:21:01.00,"2'50"""
Tagesthemen,02 Vor Einigung zum Gebäudeenergiegesetz: Fernwärmegipfel,Bildinhalt,Caren Miosga,Moderation,Verlegung von Fernwärmeleitungen; aufgerissene Straße mit verlegten Leitungsrohren/Leitungskabeln,12.06.2023,22:21:01.00,"0'14"""
Tagesthemen,02 Vor Einigung zum Gebäudeenergiegesetz: Fernwärmegipfel,Bildinhalt,Caren Miosga,Moderation,Schnittbilder/Themenbilder Fernwärme/Fernwärmeanlage,12.06.2023,22:21:29.08,"0'20"""
Tagesthemen,02 Vor Einigung zum Gebäudeenergiegesetz: Fernwärmegipfel,Bildinhalt,Caren Miosga,Moderation,Schnittbilder Pressekonferenz Fernwärmegipfel,12.06.2023,22:21:49.14,"0'24"""
Tagesthemen,02 Vor Einigung zum Gebäudeenergiegesetz: Fernwärmegipfel,Bildinhalt,Caren Miosga,Moderation,Verlegung von Fernwärmeleitungen,12.06.2023,22:22:28.13,"0'12"""
Tagesthemen,02 Vor Einigung zum Gebäudeenergiegesetz: Fernwärmegipfel,Bildinhalt,Caren Miosga,Moderation,Schnittbilder Pressekonferenz Fernwärmegipfel,12.06.2023,22:22:41.01,"0'09"""
Tagesthemen,02 Vor Einigung zum Gebäudeenergiegesetz: Fernwärmegipfel,Bildinhalt,Caren Miosga,Moderation,Reichstagsgebäude Berlin (Teilansichten),12.06.2023,22:23:13.06,"0'09"""
Tagesthemen,02 Vor Einigung zum Gebäudeenergiegesetz: Fernwärmegipfel,Bildinhalt,Caren Miosga,Moderation,"Bundesministerium für Wirtschaft und Klimaschutz (Gebäude, außen) O-Ton",12.06.2023,22:23:39.17,"0'12"""
Tagesthemen,02 Vor Einigung zum Gebäudeenergiegesetz: Fernwärmegipfel,O-Ton,Rico Eglin,Stadtwerke Pirna,(zur großen Nachfrage nach Fernwärmeanschlüssen),12.06.2023,22:21:15.04,"0'14"""
Tagesthemen,02 Vor Einigung zum Gebäudeenergiegesetz: Fernwärmegipfel,O-Ton,Ramona Pop,Vorstandsvorsitzende Verbraucherzentrale Bundesverband,"(""Wir sagen ganz klar der Ausbau15.11.2023 09:50 Seite 30 von 57 NDR Copyright (c) 2004",12.06.2023,22:21:53.12,"0'14"""
Tagesthemen,02 Vor Einigung zum Gebäudeenergiegesetz: Fernwärmegipfel,O-Ton,Robert Habeck,Bundesminister für Wirtschaft und Klimaschutz/Bündnis 90/Die Grünen,,12.06.2023,22:22:14.00,"0'14"""
Tagesthemen,02 Vor Einigung zum Gebäudeenergiegesetz: Fernwärmegipfel,O-Ton,Klara Geywitz,"SPD/Bundesministerin für Wohnen, Stadtentwicklung und Bauwesen","(FrühzeitigeInformationen an die Bürger, wo das Fernwärmenetz ausgebaut werden soll, sind wichtig.)",12.06.2023,22:22:50.04,"0'10"""
Tagesthemen,02 Vor Einigung zum Gebäudeenergiegesetz: Fernwärmegipfel,O-Ton,"Robert Habeck (""Meiner Ansicht nach steht einer politischen Einigung nicht mehr viel im Weg",aber man,"(""Meiner Ansicht nach steht einer politischen Einigung nicht mehr viel im Weg, aber manmuss sie natürlich dann auch wollen und herstellen."")",12.06.2023,22:23:06.18,"0'06"""
Tagesthemen,02 Vor Einigung zum Gebäudeenergiegesetz: Fernwärmegipfel,O-Ton,Hansjörg Roll,"Präsident Energieeffizienzverband für Wärme, Kälte und KWK","(Es werden sichereRahmenbedingungen gebraucht, um diesen Ausbau (Fernwärme) zu schaffen)",12.06.2023,22:23:23.03,"0'16"""
Tagesthemen,Schaltgespräch mit Katharina Dröge: Di 22:17 02,Einspieler,,,,12.06.2023,,"6'10"""
Tagesthemen,02 Schaltgespräch mit Katharina Dröge: Gebäudeenergiegesetz,Sachinhalt,Caren Miosga,Moderation,Die Bundesregierung hat den monatelangen Streit über das Gebäudeenergiegesetz (Heizungsgesetz) vorerst 15.11.2023 09:50 Seite 31 von 57 NDR Copyright (c) 2004,13.06.2023,22:21:44.23,"6'10"""
Tagesthemen,02 Schaltgespräch mit Katharina Dröge: Gebäudeenergiegesetz,O-Ton,Katharina Dröge,Fraktionsvorsitzende Bündnis 90/Die Grünen,"(Hätten uns natürlich gewünscht, dass wiretwas früher schon zu der Entscheidung gekommen wären, das Gebäudeenergiegesetz auch im DeutschenBundestag aufzusetzen. Wir Grünen haben immer gesagt eigentlich ist ja der Beginn des parlamentarischenVerfahrens, dann der Beginn, dass die Abgeordneten auch mit der Arbeit anfangen können. Jetzt war das indieser Koalition ein etwas längerer Weg und ein etwas komplizierterer Weg. Aber ich freue mich einfach total,dass wir es geschafft haben und jetzt wirklich einen Meilenschritt für den Klimaschutz geschafft haben, damitdas wir das Gebäudeenergiegesetz jetzt auch wirklich voranbringen)",13.06.2023,22:22:08.22,"0'29"""
Tagesthemen,02 Schaltgespräch mit Katharina Dröge: Gebäudeenergiegesetz,O-Ton,Katharina Dröge (Der ursprüngliche Gesetzentwurf und der jetzige Gesetzentwurf haben ja beide das Ziel,,"(Der ursprüngliche Gesetzentwurf und der jetzige Gesetzentwurf haben ja beide das Ziel,dass die Menschen, die sich eine neue Heizung einbauen, sich für eine klimaneutrale Heizung entscheiden.Und da war der Gesetzentwurf von Anfang an schon so ausgelegt, dass es unterschiedliche Optionen gab,wie das erfüllt werden kann. Sei es durch die Fernwärme, sei es durch die Wärmepumpe, über die vieldiskutiert wurde, um nur zwei Beispiele zu nennen. Und das war aber auch ein Punkt, der der FDP wichtigwar, den wir jetzt noch mal ein Stück gestärkt haben im parlamentarischen Verfahren, der aber schonverankert war. Und der zweite Punkt, der uns Grünen sehr wichtig war, ist das Thema soziale Unterstützungvon Menschen, die sich jetzt für eine neue Heizung entscheiden. Da hat die Bundesregierung auch schoneine sozial gestaffelte Förderung vorgesehen, aber hier schaffen wir es im Parlament jetzt noch einen Schrittvoranzukommen und weiterzuverhandeln, dass wir bis in die Breite der Gesellschaft hinein noch mehr sozialeUnterstützung hinkriegen)",13.06.2023,22:22:50.20,"0'54"""
Tagesthemen,02 Schaltgespräch mit Katharina Dröge: Gebäudeenergiegesetz,O-Ton,Katharina Dröge,,"(Das Gesetz hat sich nie alleine auf die Wärmepumpe konzentriert. Das hatte von Anfangan acht Erfüllungsoption, wie man diese klimaneutrale Heizung schaffen kann. Und das zweite ist, es wirdweiterhin und das ist ganz wichtig, ab dem 01.01.2024 gelten. Was wir jetzt ermöglichen oder worauf wir unsverständigt haben, ist eine Entscheidungszeit. Das heißt in dem Zeitraum, bis dann eine kommunaleWärmeplanung da ist. Spätestens bis 2028 haben die Menschen die Möglichkeit zu warten. Darauf kommtdenn die Fernwärme in meinem Stadtteil wird hier geplant, ob es ein Wasserstoff Quartier ist. Und da sindmehr Entscheidungsoptionen jetzt möglich. Aber die Heizungen, die in diesem Zeitraum eingebaut werden,die müssen dann, wenn die Wärmeplanung vorliegt, auch die Anforderungen erfüllen. Deswegen haben wirGrünen auch an dieser Stelle gesagt, es ist kein weniger an Klimaschutz, weil die Heizung ja dann am Endeauch klimaneutral sein müssen oder 65 Prozent Erneuerbare schaffen müssen an dieser Stelle. Aber wirermöglichen mehr Entscheidungszeit)",13.06.2023,22:24:11.02,"0'59"""
Tagesthemen,02 Schaltgespräch mit Katharina Dröge: Gebäudeenergiegesetz,O-Ton,Katharina Dröge (Es war ein unheimlich wichtiges Signal,dass wir uns jetzt als drei Fraktionsvorsitzende,"(Es war ein unheimlich wichtiges Signal, dass wir uns jetzt als drei Fraktionsvorsitzendegemeinsam in die Öffentlichkeit begeben haben, und gesagt haben, das ist das, was die Ampel unterstütztund vor dem Sommer auch im Deutschen Bundestag beschließen wird. Auf der einen Seite glaube ichzurecht, die Menschen keinen Streit in dieser Bundesregierung mehr über dieses Gesetz hören wollen. Unddeswegen ist es gut, dass wir das jetzt miteinander geklärt haben. Und zum anderen, weil wir jetzt auchPlanungssicherheit an der Stelle schaffen. Das Gesetz tritt ja bald in Kraft, und damit haben wir jetzt dieSicherheit, wenn das Gesetz auch zeitnah kommt, dass die Menschen wissen, was kommt auf sie zu. Ichkann absolut nachvollziehen, dass Menschen, die sich fragen, brauche ich eine neue Heizung, sich auchfragen wie kann ich die bezahlen? Und deswegen wäre es gut gewesen, wenn von Anfang an schon nebendem Gesetzentwurf, der etwas unfreiwillig das Licht der Öffentlichkeit erblickt hat, auch das Konzept zursozialen Unterstützung dagewesen wäre. Wenn das gleichzeitig dagewesen wäre, hätten wir viel mehrFragen der Menschen nach der sozialen Belastung auch beantworten können. Und das ist mit Sicherheitetwas, was in Zukunft auch unsere Antwort ist, wenn wir Anforderungen stellen, dann muss das, wie geht esfür die Leute, ganz konkret immer daneben stehen. Und das ist vor allen Dingen die Frage wie finanziere ichdas)",13.06.2023,22:25:23.01,"1'25"""
Tagesthemen,02 Schaltgespräch mit Katharina Dröge: Gebäudeenergiegesetz,O-Ton,Katharina Dröge (Also es ist ja tatsächlich so,"dass die Klimakrise mittlerweile so brandaktuell ist, dass wir","(Also es ist ja tatsächlich so, dass die Klimakrise mittlerweile so brandaktuell ist, dass wirgar nicht mehr die Lebenszeit eine Heizung haben, bis wir die Klimaziele erreichen müssen. Die Heizung hält15.11.2023 09:50 Seite 32 von 57 NDR Copyright (c) 2004",13.06.2023,22:27:02.08,"0'53"""
Tagesthemen,Meinung von Oliver Sallet: Einigung Di 22:17 03,Einspieler,,,,13.06.2023,,"1'44"""
Tagesthemen,D-day Gebäudeenergiegesetz Di 22:17 01,Einspieler,,,,13.06.2023,,"3'11"""
Tagesthemen,01 D-day Gebäudeenergiegesetz,Sachinhalt,Caren Miosga,Moderation,Die Bundesregierung hat den monatelangen Streit über das Gebäudeenergiegesetz (Heizungsgesetz) vorerst beigelegt. Insbesondere Bündnis 90/Die Grünen und FDP hatten erbittert über den Gesetzentwurf von Robert Habeck (Bündnis 90/Die Grünen) gestritten. Nach mehrmaligem Verschieben soll das Gesetz in dieser Woche im Bundestag beraten werden. Mit dem Gesetz will die Bundesregierung für mehr Klimaschutz beim Heizen sorgen. Ab 2024 soll möglichst jede neu eingebaute Heizung zu mindestens 65 Prozent mit Ökoenergie betrieben werden. Bildinhalt,13.06.2023,22:18:33.18,"3'11"""
Tagesthemen,01 D-day Gebäudeenergiegesetz,Bildinhalt,Caren Miosga,Moderation,Robert Habeck in Begleitung im Freien gehend,13.06.2023,22:18:33.18,"0'28"""
Tagesthemen,01 D-day Gebäudeenergiegesetz,Bildinhalt,Caren Miosga,Moderation,"Robert Habeck bei Konferenz und weiteren öffentlichen Auftritten, u.a. beim Tippen auf Smartphone",13.06.2023,22:19:01.21,"0'33"""
Tagesthemen,01 D-day Gebäudeenergiegesetz,Bildinhalt,Caren Miosga,Moderation,"Olaf Scholz bei SPD-Veranstaltung scherzend (Emotion) mit Ulla Schmidt, ehemalige Bundesministerin",13.06.2023,22:21:12.05,"0'21"""
Tagesthemen,01 D-day Gebäudeenergiegesetz,Bildinhalt,Caren Miosga,Moderation,Robert Habeck bei öffentlicher Veranstaltung O-Ton,13.06.2023,22:21:34.00,"0'10"""
Tagesthemen,01 D-day Gebäudeenergiegesetz,O-Ton,Robert Habeck,Bundesminister für Wirtschaft und Klimaschutz/Bündnis 90/Die Grünen,"(Wenn man will, kannman zueinander kommen, aber man muss es auch wollen; und wenn man nicht will, dann liegt's nicht daran,15.11.2023 09:50 Seite 34 von 57 NDR Copyright (c) 2004",13.06.2023,22:18:49.17,"0'11"""
Tagesthemen,01 D-day Gebäudeenergiegesetz,O-Ton,Christian Dürr,Fraktionsvorsitzender FDP,"(Um Heizungsgesetz auf die Tagesordnung des Bundestags zubringen, muss sich ""Gesetz fundamental ändern""; das wichtigste ist, dass es ein gutesGebäudeenergiegesetz gibt, der Zeitpunkt ist zweitrangig)",13.06.2023,22:19:44.03,"0'11"""
Tagesthemen,01 D-day Gebäudeenergiegesetz,O-Ton,Katharina Dröge,Fraktionsvorsitzende Bündnis 90/Die Grünen,"(Das Gesetz wird zum 01.01.2024 in krafttreten, und es wird für die Menschen nicht besser, wenn wir die Entscheidung in den Herbst vertagen)",13.06.2023,22:19:55.20,"0'08"""
Tagesthemen,01 D-day Gebäudeenergiegesetz,O-Ton,Friedrich Merz,Fraktionsvorsitzender CDU/CSU,"(Diese Koalition darf sich nicht darüber wundern, wenn inder deutschen Öffentlichkeit zunehmend Proteste aus der Mitte der Gesellschaft heraus artikuliert werdengegen die Art und gegen den Inhalt der Gesetze, die in Berlin zurzeit verabschiedet werden)",13.06.2023,22:20:11.17,"0'16"""
Tagesthemen,01 D-day Gebäudeenergiegesetz,O-Ton,Christian Dürr,Fraktionsvorsitzender FDP,"(Es bestand ja die Sorge, dass ab dem 1. Januar beispielsweiseGasheizung nicht mehr eingebaut werden können, wenn die eigene Heizung kaputt geht. Diese Sorge kannman die Menschen jetzt nehmen, denn alle Technologien sind möglich)",13.06.2023,22:21:00.11,"0'11"""
Tagesthemen,01 D-day Gebäudeenergiegesetz,O-Ton,Olaf Scholz,Bundeskanzler/SPD,"(Heute hat es sich, glaube ich, zu Ende geruckelt, und wir haben eineVerständigung erzielt. Über die Frage, wie jetzt die Gebäudeenergie sich in Zukunft entwickeln soll - ausmeiner Sicht ein wirklich wichtiger Schritt)",13.06.2023,22:21:21.24,"0'12"""
Tagesthemen,Heizungsgesetz: Was ist kommunale Mi 22:15 04,Einspieler,,,,13.06.2023,,"2'39"""
